stripe_account_id,display_name,business_name,email,charges_enabled,payouts_enabled,created,statement_descriptor,business_url,support_phone,likely_restaurant,likely_restaurant_reference,match_basis,agreeing_signals,signals,disco_holds_account
acct_1O7Q1tEp8EhXLllr,Wing Dome Waterfront,The Wing Dome,janderson@e3restaurantgroup.com,true,true,2023-10-31,THE WING DOME ,thewingdome.com,+12069573226,Wing It,02853436-b28a-4528-a56a-90af8ad4e954,statement descriptor,3,statement descriptor + company name + name,no
acct_1O8RltJMcRykdMEt,Gregoriostrattoria,Gregorio's Trattoria,gregoriostrattoriacatering2@gmail.com,true,true,2023-11-03,GREGORIOS TRATTORIA,www.gregoriostrattoria.com,+12404630211,GREGORIO'S TRATTORIA - BETHESDA,1319389f-f7f4-4a2f-bebe-461665fb1506,statement descriptor,3,statement descriptor + company name + name,no
acct_1OAfmpG9xydq8B3o,The Wing Dome Kirkland,The Wing Dome ,janderson@e3restaurantgroup.com,true,true,2023-11-09,THE WING DOME ,thewingdome.com,+12069573226,Wing It,02853436-b28a-4528-a56a-90af8ad4e954,statement descriptor,3,statement descriptor + company name + name,no
acct_1OC4b9Jy2Mzgo970,Tacosdm,Tacos Don Manolito ,david@tacosdm.com,true,true,2023-11-13,TACOS DON MANOLITO,www.tacosdm.com,+12102679096,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,3,statement descriptor + company name + name,no
acct_1ONT0wDZwTs30wlh,Allstarsandwichbar,All Star Sandwich Bar,nhan.trinh@hytrinhcorp.com,true,true,2023-12-15,ALL STAR SANDWICH BAR,https://www.allstarsandwichbar.com/,+16173020499,All Star Sandwich Bar,ac4de99e-694a-4c96-a7fa-001c95a60ded,statement descriptor,3,statement descriptor + business url + name,no
acct_1OPpLlE6Y1GRsuy3,Mbgkitchen,My Belizean Gourmet II INC,mbgkitchen@gmail.com,true,true,2023-12-21,MY BELIZEAN GOURMET II,www.mbgkitchen.com,+19174809824,Go Gourmet Catering,7f5da87d-3ea7-4f2e-8bcb-d85f861dc381,statement descriptor,3,statement descriptor + company name + name,no
acct_1P3pZbC7yRW3gUsr,Tacos Don Jorge,"Tacos Don Jorge, Inc",info@tacosdonjorge.com,true,true,2024-04-15,"TACOS DON JORGE, INC",https://www.tacosdonjorge.com/,+16196086556,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,3,statement descriptor + company name + name,no
acct_1P4VCmEOSL07ZDgw,stingaz empire food services llc,stingaz empire food services llc,stingazempirecatering@gmail.com,true,true,2024-04-11,STINGAZ EMPIRE FOOD SE,https://www.instagram.com/empir3_catering?igsh=MWNtaGptNzN0OWk0Zg==,+13235136190,stingaz empire,7068846e-9cf6-40e4-80af-475ce18e169d,statement descriptor,3,statement descriptor + company name + name,no
acct_1P6GAkDddnFAdaHy,SSP Divis,SUNSET SQUARES PIZZA,dl@sunsetsquares.com,true,true,,SUNSET SQUARES PIZZA,www.sunsetsquares.com,+17742911801,Sunset Squares Pizza - Divisadero,016b97ee-3ecc-4b51-b560-4be6c9ee3145,statement descriptor,3,statement descriptor + company name + name,no
acct_1PAz9aD7aDzTP6ec,Shinnecock Lobster Factory,Shinnecock Lobster Factory,barrilaculinaryconcepts@gmail.com,true,true,2024-04-29,SHINNECOCK LOBSTER FAC,www.shinnecocklobsterfactory.com,+16313773353,&Lobster,8450fcee-daf2-4a27-8448-2f0f0aed7be7,statement descriptor,3,statement descriptor + company name + name,no
acct_1Pj4PsLBt8DGmCr6,Draper,Sweet Lake Biscuiits & Limeade,sweetlakefresh@gmail.com,true,true,,SWEET LAKE BISCUITS,sweetlakefresh.com,+18019531978,sweetgreen,cf36189f-5150-41b0-a65c-b576a327460c,statement descriptor,3,statement descriptor + company name + name,no
acct_1PKYbQBDbzIiRcDO,RAZZiS PIZZERiA - Downtown,Amir Razzaghi Enterprises Downtown #2 LLC,office@razzis.com,true,true,2024-05-26,RAZZIS PIZZERIA -DT,www.razzis.com,+12065882425,Razzis Pizzeria - Downtown,0f293250-4cef-4a00-a7c6-ee6c6ffff0a0,statement descriptor,3,statement descriptor + address (zip only) + name,no
acct_1Q59cZRpCzFPCcPv,Con Madre Cocina,Alfredo Bustinza,conmadrekitchenatx@gmail.com,true,true,2024-10-01,CON MADRE COCINA,https://linktr.ee/conmadrekitchenatx,+15125477996,Con Madre Cocina,c55ebc70-5ee0-4acc-8508-e518fadc13ed,statement descriptor,3,statement descriptor + address (city) + name,no
acct_1Qs5LGJB1n2uRcOm,Panzon (Nobars LLC),Davi Taft,david@panzonbk.com,true,true,2025-02-13,PANZONBK.COM,www.panzonbk.com,+12673120781,Panzón,14d7b530-0887-4df9-a59b-bac30fc622b3,statement descriptor,3,statement descriptor + address (city) + name,no
acct_1QztBQFhshErK8pt,Getminidonuts,The Mini Donut Company,matt@getminidonuts.com,true,true,2025-03-07,THE MINI DONUT COMPANY,https://www.getminidonuts.com,+16196061444,The Mini Donut Company - Westfield UTC,35bd6c9e-ae64-4b67-8ef8-0228c391a143,statement descriptor,3,statement descriptor + company name + name,no
acct_1RCShi00Dm9wxPDa,Wax Paper Chinatown,Wax Paper Chinatown LLC,catering@waxpaperco.com,true,true,2025-04-10,WAX PAPER CHINATOWN,www.waxpaperco.com,+18582295444,Wax Paper - Frogtown,1c2d6427-1b06-43ef-a109-e251992971c2,statement descriptor,3,statement descriptor + address (city) + name,no
acct_1RFIpgBF58XJqyd8,Bella Tam,Bella Tam,bodyspa.vegas@gmail.com,true,true,2025-04-18,BELLA TAM,pretty2020.live,+17027517886,Bellagreen,04fae092-c8ab-4d08-b4b9-8085304c7610,statement descriptor,3,statement descriptor + company name + name,no
acct_1SezvbJ2YpxyWSxL,Ramen Lab Eatery,Ramen Lab Eatery West boca,louis@ramenlabeatery.com,true,true,2025-12-16,RAMEN LAB EATERY,www.Ramenlabeatery.com,+15619015017,Ramen Lab Eatery - West Boca Raton,3e335897-2e8d-48f8-8c65-e93e4805cbfc,statement descriptor,3,statement descriptor + address (zip only) + name,no
acct_1SX2l2LdMr9p9UNF,BTM,Rokstar Chicken BTM,mark@rokstarchicken.com,true,true,,ROKSTAR CHICKEN BTM,https://rokstarchicken.com,+19297780888,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,3,statement descriptor + company name + name,no
acct_1SX2RbL4d5ZGIOzi,LIC,Rokstar Chicken LIC,mark@rokstarchicken.com,true,true,,ROKSTAR CHICKEN LIC,https://rokstarchicken.com,+13479885553,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,3,statement descriptor + company name + name,no
acct_1SzlVcCQC29DXW3r,Happys PIzza Savvy Sliders,MM2 Pizza LLC,store123@happyspizza.com,true,true,2026-02-11,HAPPYS PIZZA SAVVY SLI,www.happyspizza.com,+14192105551,Pizzati,8e43dc9b-97ce-4c4b-9a6e-6655e2f1df28,statement descriptor,3,statement descriptor + company name + name,no
acct_1T01mnRp8TIojc86,Happys Pizza,Happys Pizza #12,store012@happyspizza.com,true,true,2026-02-12,HAPPYS PIZZA,happyspizza.com,+12483888508,Happy's Pizza - Wayne,d0c2f78d-cb59-4fd0-aa7a-28a5a9b82ce1,statement descriptor,3,statement descriptor + company name + name,no
acct_1T02Ey2NRLkybV9F,Happys Pizza,Happys Pizza #26,store012@happyspizza.com,true,true,2026-02-12,HAPPYS PIZZA,happyspizza.com,+12483888508,Happy's Pizza - Wayne,d0c2f78d-cb59-4fd0-aa7a-28a5a9b82ce1,statement descriptor,3,statement descriptor + company name + name,no
acct_1Tl8VV2KhV2DdSfU,Cowboy Chicken Preston,Cowboy Chicken Enterprises LP,sboyett@cowboychicken.com,true,true,2026-06-22,COWBOY CHICKEN PRESTON,cowboychicken.com,+19727326821,bb.q Chicken,99dfeefd-fe89-4dc6-b9f8-c0fcfd56248a,statement descriptor,3,statement descriptor + company name + name,no
acct_1U9XuM34eoizMCJ5,Chicas Tacos MM,Chicas Tacos,chris@chicastacos.com,true,true,2026-08-28,CHICAS TACOS LA BREA,chicastacos.com,+13238638226,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,3,statement descriptor + company name + name,no
acct_19TfTuI1NHPD9hX5,Johnnyrebs,Johnny Rebs' Inc,marisol@johnnyrebs.com,false,false,,WWW.JOHNNYREBS.COM,www.Johnnyrebs.com,+15625961800,Johnny Q's,7bff5c36-2fc9-42f3-b401-019f32388012,statement descriptor,3,statement descriptor + company name + name,no
acct_1NAePSJnxzuE6Yv3,Babybrasa,,gm@babybrasa.com,false,false,2023-05-22,WWW.BABYBRASA.COM,www.babybrasa.com,+19173748085,Baby Brasa,47935a56-8a67-4497-9122-b4d1c86688ce,statement descriptor,3,statement descriptor + business url + name,no
acct_1OB1SSF2h8X1YLpF,Instagram,Alyssa Wong,alyssa.l.wong@gmail.com,false,false,2023-11-10,CHEF A. WONG,https://www.instagram.com/misses_wong/,+17322660610,Chef Alyssa Wong,9e63e9e3-ffa1-442f-8eaa-e203caba928c,statement descriptor,3,statement descriptor + company name + name,no
acct_1OpNTzKn2XvO9CpE,Ardysgrill,Ardy's,ardysgrill@gmail.com,false,false,2024-03-01,ARDYS MEDITERRANEAN ,www.ardysgrill.com,+19727571739,Ardy's Mediterranean Fusion,2bfcedaa-31de-4d89-91ca-ea07599a1f91,statement descriptor,3,statement descriptor + address (street) + name,no
acct_1PQEOZDbyHCKTSC2,ROOH Palo Alto,Good Times Restaurants,info@roohsf.com,false,false,,ROOH PALO ALTO,www.roohrestaurants.com,+16508007090,ROOH Palo Alto,831289fe-ef93-4a89-8222-ec91abd50c03,statement descriptor,3,statement descriptor + address (zip only) + name,no
acct_16EhCKJJC1tWwrOA,Bluemoon-cater,"Mission Control, LLC",colleen@bluemoonmexicancafe.com,true,true,,WWW.BLUEMOON-CATER.COM,www.bluemoon-cater.com,+12018484088,Az Caterer,b05f3cb0-0f27-4a41-be41-2ef5dfa6f2f9,statement descriptor,2,statement descriptor + name,no
acct_17ceqREpH1WZsLyx,Mei Mei Dumplings,"Mei Mei Restaurant, INC",ap@meimeidumplings.com,true,true,,MEI MEI DUMPLINGS,meimeidumplings.com,+18572504959,Mei Wei Asian Bistro,c1f00d15-d58b-4ff7-b928-5e5a1c8be92a,statement descriptor,2,statement descriptor + company name,no
acct_1BEJsnGkzPADvQsZ,cocu.nyc,Cocu,chris@cocu.nyc,true,true,,COCU.NYC,http://cocu.nyc,+16469520179,NYC Catering Company LLC,92218093-9648-4d63-babd-82cb90612065,statement descriptor,2,statement descriptor + name,no
acct_1GSRWOL4oJA41R9p,Fields Good Chicken (r9p),Fields Good Chicken,field@fieldsgoodchicken.com,true,true,,FIELDS GOOD CHICKEN,fieldsgoodchicken.com,+12125055861,Fields Good Chicken - 40th & Mad,3810a300-7218-435b-84a6-d2fb6043d4cd,statement descriptor,2,statement descriptor + company name,no
acct_1GTWEhKeTCFhTtbO,Hobokenpie,"Lotta Dough, LLC",matt@hobokenpie.com,true,true,,HOBOKEN PIE,hobokenpie.com,+15124774256,Hoboken Pie,853a9b23-3626-4126-8804-1b07ade7756e,statement descriptor,2,statement descriptor + business url,no
acct_1IbDykCKvRmYH5on,Tacoslacalle,Tacos la Calle,tacoslacalle@gmail.com,true,true,,TACOS LA CALLE,www.tacoslacalle.com,+17142365211,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,2,statement descriptor + name,no
acct_1JQDAFAxaZreNzyP,Blackseedbagels,Bushwick Bagel Ventures LLC,bellz@blackseedbagels.com,true,true,,BLACK SEED BAGELS,https://www.blackseedbagels.com/,+16469151500,Black Seed Bagels,e270148b-0f5b-4714-ab87-70b4adcd7d3f,statement descriptor,2,statement descriptor + business url,no
acct_1LXX8XHTyNyh1ZZm,G6 Concepts LLC,Trejos Tacos - La Brea,jim@trejostacos.com,true,true,,TREJOS TACOS - LA BREA,www.trejostacos.com,+13239388226,24/7 Tacos,9ea8ea90-f40f-4383-9b9f-04768462652a,statement descriptor,2,statement descriptor + name,no
acct_1LXY9oBonHUBjm6W,6775 Santa Monica Partners LLC,Trejos Coffee and Donuts,jim@trejostacos.com,true,true,,TREJOS COFFEE & DONUTS,www.trejosdonuts.com,+13234669559,Trejo's Coffee & Donuts,c3736e94-0101-4657-90c0-ece275a6a215,statement descriptor,2,statement descriptor + name,no
acct_1NuzUiKtl4WlYGsi,Supercrab,SUPER CRAB JUICY SEAFOOD,supercrabrochester@gmail.com,true,true,2023-09-27,WWW.SUPERCRAB.COM,www.supercrab.com,+15856858288,Supernatural,9d54553f-98bb-4289-9953-6bcae143edce,statement descriptor,2,statement descriptor + company name,acct_1ST4JZ1ktYbXI9Kv
acct_1OKo6pFzULsN9S20,Elgallobk,El Gallo Taqueria,alex@elgallobk.com,true,true,2023-12-07,EL GALLO TAQUERIA,elgallobk.com,+19176680044,El Gallo Taqueria,4c6489e6-dd34-4a47-8552-9136a7e2cc13,statement descriptor,2,statement descriptor + name,no
acct_1OrmHJKPxBruVoS2,Summer Salt - Madison NEW,Summer Salt,danny@summersaltnyc.com,true,true,2024-03-07,SUMMER SALT,SUMMERSALTNYC.COM,+12127633362,Summer Salt - Midtown,52164999-dd5b-4e01-a07e-62b655655be2,statement descriptor,2,statement descriptor + name,no
acct_1OX7kALNISX6feGO,7 Elephants Masaya inc ,7 Elephants ,masayafood@gmail.com,true,true,2024-01-10,7 ELEPHANTS MASAYA INC,www.7ethai.com,+16469452581,7 Elephants,6b826933-30c3-458f-a201-7a3fffc3dc8e,statement descriptor,2,statement descriptor + name,no
acct_1OzsH5LDYUbQsenX,SSP Midmarket,SUNSET SQUARES PIZZA,dl@sunsetsquares.com,true,true,2024-04-16,SUNSET SQUARES PIZZA,www.sunsetsquares.com,+17742911801,Sunset Squares Pizza - Divisadero,016b97ee-3ecc-4b51-b560-4be6c9ee3145,statement descriptor,2,statement descriptor + company name,no
acct_1P19ymEu9IPhUtPw,Bingebiryani,Binge Biryani,rohan@junglynyc.com,true,true,2024-04-02,BINGE BIRYANI,www.bingebiryani.com,+18772901650,Binge Biryani - Forest Hills,60f2a33a-1d51-4aac-9719-e6a2cb3ae924,statement descriptor,2,statement descriptor + name,no
acct_1P5f5LAlKbwQO1VH,Aroma Pizza and Pasta,Ace Aroma Inc,acehaidrey@gmail.com,true,true,2024-04-15,AROMA PIZZA AND PASTA,aromapizzaandpasta.com,+19499160909,PastaMasta,0048b8dc-43b0-458c-a823-71deed17a856,statement descriptor,2,statement descriptor + name,no
